Input.query,Input.id,annotations_list,gui_indexes_list,WorkerId,groupid,cumcount
Login with radio button with calendar,133,"[2, 0, 0, 1, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 1]","[22878, 59581, 9559, 47741, 59561, 71521, 71940, 59570, 65193, 5593, 65348, 33572, 13921, 28353, 35133]",A33LIU53SVI55G,22,1
Login with radio button with calendar,133,"[2, 1, 0, 1, 0, 2, 1, 0, 2, 1, 0, 2, 0, 1, 2]","[22878, 59581, 9559, 47741, 59561, 71521, 71940, 59570, 65193, 5593, 65348, 33572, 13921, 28353, 35133]",A35AR7EP102IEV,22,2
Map for atms,299,"[2, 1, 0, 1, 1, 0, 1, 2, 1, 1, 2, 1, 1, 1, 0]","[66118, 35453, 11939, 52816, 57046, 11933, 52817, 13357, 11932, 4218, 40438, 11935, 41480, 11934, 11938]",A1PVNAXKDIW5K6,24,0
Map for atms,299,"[1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[66118, 35453, 11939, 52816, 57046, 11933, 52817, 13357, 11932, 4218, 40438, 11935, 41480, 11934, 11938]",AXXA481XH6FKE,24,1
Map for atms,299,"[2, 2, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 1, 0]","[66118, 35453, 11939, 52816, 57046, 11933, 52817, 13357, 11932, 4218, 40438, 11935, 41480, 11934, 11938]",A35AR7EP102IEV,24,2
stopwatch with timer,22,"[2, 1, 2, 2, 1, 2, 2, 0, 2, 2, 2, 2, 0, 2, 2]","[36635, 61610, 47256, 47250, 61613, 47257, 47249, 1007, 11490, 18992, 53233, 11489, 12654, 46684, 18991]",AXXA481XH6FKE,135,0
stopwatch with timer,22,"[2, 0, 2, 2, 0, 2, 2, 0, 1, 2, 1, 2, 2, 2, 1]","[36635, 61610, 47256, 47250, 61613, 47257, 47249, 1007, 11490, 18992, 53233, 11489, 12654, 46684, 18991]",A35AR7EP102IEV,135,1
stopwatch with timer,22,"[1, 2, 2, 2, 2, 2, 1, 0, 1, 2, 1, 1, 0, 2, 2]","[36635, 61610, 47256, 47250, 61613, 47257, 47249, 1007, 11490, 18992, 53233, 11489, 12654, 46684, 18991]",AFIK3VBMMX6G6,135,2
arabican news overview with articles,177,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[52520, 22059, 8522, 27544, 68523, 55542, 48754, 52513, 10428, 67984, 68520, 55540, 44253, 36615, 5907]",AXXA481XH6FKE,68,0
arabican news overview with articles,177,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[52520, 22059, 8522, 27544, 68523, 55542, 48754, 52513, 10428, 67984, 68520, 55540, 44253, 36615, 5907]",A22TLF121MRXT1,68,1
arabican news overview with articles,177,"[2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[52520, 22059, 8522, 27544, 68523, 55542, 48754, 52513, 10428, 67984, 68520, 55540, 44253, 36615, 5907]",AVASQBFN6J692,68,2
Media with no search results,117,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2]","[32286, 42462, 42434, 14771, 42466, 42455, 61555, 65192, 42463, 14778, 42450, 42453, 14775, 26744, 42451]",AXXA481XH6FKE,25,0
Media with no search results,117,"[2, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0]","[32286, 42462, 42434, 14771, 42466, 42455, 61555, 65192, 42463, 14778, 42450, 42453, 14775, 26744, 42451]",A1PVNAXKDIW5K6,25,1
Media with no search results,117,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[32286, 42462, 42434, 14771, 42466, 42455, 61555, 65192, 42463, 14778, 42450, 42453, 14775, 26744, 42451]",A1I579KWWA5IEO,25,2
pop up ads,226,"[2, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2, 0, 2]","[28890, 5883, 62738, 56761, 9810, 32771, 9025, 72161, 10281, 1972, 72155, 14378, 70509, 72168, 14374]",AYHIH9NTPYFLY,118,0
pop up ads,226,"[2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]","[28890, 5883, 62738, 56761, 9810, 32771, 9025, 72161, 10281, 1972, 72155, 14378, 70509, 72168, 14374]",AXXA481XH6FKE,118,1
pop up ads,226,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]","[28890, 5883, 62738, 56761, 9810, 32771, 9025, 72161, 10281, 1972, 72155, 14378, 70509, 72168, 14374]",AFIK3VBMMX6G6,118,2
learning and play piano online,272,"[2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 2, 1, 1]","[47226, 32132, 35079, 71074, 31170, 21024, 50420, 32139, 14553, 46782, 60473, 39477, 21909, 19219, 60569]",A35AR7EP102IEV,98,0
learning and play piano online,272,"[2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[47226, 32132, 35079, 71074, 31170, 21024, 50420, 32139, 14553, 46782, 60473, 39477, 21909, 19219, 60569]",AXXA481XH6FKE,98,1
learning and play piano online,272,"[1, 2, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 2, 1, 0]","[47226, 32132, 35079, 71074, 31170, 21024, 50420, 32139, 14553, 46782, 60473, 39477, 21909, 19219, 60569]",A1I579KWWA5IEO,98,2
football match details with upcoming match information,207,"[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2, 0, 0]","[10579, 30357, 53563, 43102, 35564, 19836, 43105, 51476, 39380, 24991, 71262, 13890, 57926, 40792, 13906]",AFIK3VBMMX6G6,93,0
football match details with upcoming match information,207,"[2, 1, 0, 0, 1, 1, 2, 0, 2, 2, 1, 0, 1, 1, 0]","[10579, 30357, 53563, 43102, 35564, 19836, 43105, 51476, 39380, 24991, 71262, 13890, 57926, 40792, 13906]",AXXA481XH6FKE,93,1
football match details with upcoming match information,207,"[2, 2, 0, 0, 1, 2, 1, 0, 2, 2, 2, 0, 2, 1, 0]","[10579, 30357, 53563, 43102, 35564, 19836, 43105, 51476, 39380, 24991, 71262, 13890, 57926, 40792, 13906]",A15ZDCM9T6FXH3,93,2
books,108,"[2, 1, 2, 2, 2, 2, 2, 0, 1, 2, 1, 1, 2, 1, 1]","[14877, 45340, 24714, 22216, 24712, 25345, 40924, 52517, 25347, 24453, 45335, 25700, 40927, 45333, 20355]",AXXA481XH6FKE,72,0
books,108,"[2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 2, 0]","[14877, 45340, 24714, 22216, 24712, 25345, 40924, 52517, 25347, 24453, 45335, 25700, 40927, 45333, 20355]",AYHIH9NTPYFLY,72,1
books,108,"[2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2]","[14877, 45340, 24714, 22216, 24712, 25345, 40924, 52517, 25347, 24453, 45335, 25700, 40927, 45333, 20355]",A2QZ3E3AEY887V,72,2
cars seller with location button,145,"[2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[30614, 10556, 45098, 15394, 11852, 45100, 27690, 11853, 27685, 27680, 10550, 27682, 8261, 10549, 56787]",AXXA481XH6FKE,75,0
cars seller with location button,145,"[2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0]","[30614, 10556, 45098, 15394, 11852, 45100, 27690, 11853, 27685, 27680, 10550, 27682, 8261, 10549, 56787]",A22TLF121MRXT1,75,1
cars seller with location button,145,"[2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0]","[30614, 10556, 45098, 15394, 11852, 45100, 27690, 11853, 27685, 27680, 10550, 27682, 8261, 10549, 56787]",A15ZDCM9T6FXH3,75,2
Libary list with the united states of america,211,"[2, 0, 0, 1, 1, 1, 0, 1, 2, 1, 0, 0, 1, 0, 0]","[39940, 61139, 70758, 55643, 70368, 39943, 49284, 70369, 39937, 13657, 29333, 35165, 10206, 30382, 67427]",A22TLF121MRXT1,20,0
Libary list with the united states of america,211,"[1, 1, 2, 2, 1, 2, 0, 0, 2, 1, 1, 0, 1, 0, 0]","[39940, 61139, 70758, 55643, 70368, 39943, 49284, 70369, 39937, 13657, 29333, 35165, 10206, 30382, 67427]",AXXA481XH6FKE,20,1
Libary list with the united states of america,211,"[1, 0, 0, 2, 0, 2, 1, 0, 1, 2, 2, 2, 2, 0, 0]","[39940, 61139, 70758, 55643, 70368, 39943, 49284, 70369, 39937, 13657, 29333, 35165, 10206, 30382, 67427]",A1PVNAXKDIW5K6,20,2
"create, search or download anime girls images",24,"[1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 2]","[31677, 57209, 57208, 24768, 62, 38776, 31678, 57210, 57552, 24769, 53917, 39119, 6254, 61967, 40153]",A3UUH3632AI3ZX,83,0
"create, search or download anime girls images",24,"[2, 2, 2, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1]","[31677, 57209, 57208, 24768, 62, 38776, 31678, 57210, 57552, 24769, 53917, 39119, 6254, 61967, 40153]",AXXA481XH6FKE,83,1
"create, search or download anime girls images",24,"[2, 2, 2, 2, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0, 0]","[31677, 57209, 57208, 24768, 62, 38776, 31678, 57210, 57552, 24769, 53917, 39119, 6254, 61967, 40153]",A22TLF121MRXT1,83,2
Music playlist,202,"[1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2]","[44035, 10940, 5209, 70552, 70553, 55481, 66163, 55665, 45113, 9981, 65682, 58693, 2119, 55482, 53826]",AXXA481XH6FKE,31,0
Music playlist,202,"[2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1]","[44035, 10940, 5209, 70552, 70553, 55481, 66163, 55665, 45113, 9981, 65682, 58693, 2119, 55482, 53826]",A22TLF121MRXT1,31,1
Music playlist,202,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 0, 1, 1, 1, 2]","[44035, 10940, 5209, 70552, 70553, 55481, 66163, 55665, 45113, 9981, 65682, 58693, 2119, 55482, 53826]",AYHIH9NTPYFLY,31,2
Web ad for an children learning app,264,"[2, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[55867, 60469, 39477, 11416, 59237, 31170, 69934, 37400, 60569, 47756, 39478, 28365, 14878, 41539, 35826]",A2QZ3E3AEY887V,60,0
Web ad for an children learning app,264,"[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[55867, 60469, 39477, 11416, 59237, 31170, 69934, 37400, 60569, 47756, 39478, 28365, 14878, 41539, 35826]",AXXA481XH6FKE,60,1
Web ad for an children learning app,264,"[2, 1, 0, 2, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0]","[55867, 60469, 39477, 11416, 59237, 31170, 69934, 37400, 60569, 47756, 39478, 28365, 14878, 41539, 35826]",A35AR7EP102IEV,60,2
UI for share and add location screen,19,"[2, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 2]","[22076, 12355, 40348, 39237, 59781, 40346, 41623, 68076, 22080, 7653, 66288, 40349, 12162, 68095, 67073]",AXXA481XH6FKE,55,0
UI for share and add location screen,19,"[2, 1, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 1, 0]","[22076, 12355, 40348, 39237, 59781, 40346, 41623, 68076, 22080, 7653, 66288, 40349, 12162, 68095, 67073]",A22TLF121MRXT1,55,1
UI for share and add location screen,19,"[2, 0, 0, 0, 1, 0, 0, 2, 2, 0, 2, 0, 0, 2, 2]","[22076, 12355, 40348, 39237, 59781, 40346, 41623, 68076, 22080, 7653, 66288, 40349, 12162, 68095, 67073]",A3C2X1L5PVNNLV,55,2
Fashion dressing ideas with image overview,47,"[0, 0, 2, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]","[9800, 9797, 9802, 9798, 9799, 8522, 55542, 15739, 56782, 10428, 62619, 28568, 55540, 31044, 56785]",AXXA481XH6FKE,11,0
Fashion dressing ideas with image overview,47,"[2, 2, 2, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]","[9800, 9797, 9802, 9798, 9799, 8522, 55542, 15739, 56782, 10428, 62619, 28568, 55540, 31044, 56785]",A15ZDCM9T6FXH3,11,1
Fashion dressing ideas with image overview,47,"[1, 1, 1, 2, 0, 0, 0, 1, 0, 2, 0, 1, 0, 1, 1]","[9800, 9797, 9802, 9798, 9799, 8522, 55542, 15739, 56782, 10428, 62619, 28568, 55540, 31044, 56785]",A1I579KWWA5IEO,11,2
customer complaint service,17,"[0, 2, 1, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0]","[39347, 5122, 40885, 11092, 42698, 52031, 23501, 69330, 6942, 47843, 52028, 22829, 41171, 28822, 60454]",A22TLF121MRXT1,84,0
customer complaint service,17,"[2, 2, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 2, 0]","[39347, 5122, 40885, 11092, 42698, 52031, 23501, 69330, 6942, 47843, 52028, 22829, 41171, 28822, 60454]",AXXA481XH6FKE,84,1
customer complaint service,17,"[2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0]","[39347, 5122, 40885, 11092, 42698, 52031, 23501, 69330, 6942, 47843, 52028, 22829, 41171, 28822, 60454]",A15ZDCM9T6FXH3,84,2
displays the latest news in page,292,"[2, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]","[79, 17200, 53555, 68520, 47802, 23219, 1045, 23820, 20858, 20452, 15067, 9176, 3318, 42412, 54133]",A22TLF121MRXT1,89,0
displays the latest news in page,292,"[2, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 2]","[79, 17200, 53555, 68520, 47802, 23219, 1045, 23820, 20858, 20452, 15067, 9176, 3318, 42412, 54133]",A33LIU53SVI55G,89,1
displays the latest news in page,292,"[2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2]","[79, 17200, 53555, 68520, 47802, 23219, 1045, 23820, 20858, 20452, 15067, 9176, 3318, 42412, 54133]",AXXA481XH6FKE,89,2
android news website,126,"[2, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]","[13860, 52188, 16515, 69658, 1570, 54133, 43061, 16512, 5456, 14880, 16516, 33440, 14879, 15497, 71379]",A30H28F41UBJGK,66,0
android news website,126,"[2, 0, 2, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[13860, 52188, 16515, 69658, 1570, 54133, 43061, 16512, 5456, 14880, 16516, 33440, 14879, 15497, 71379]",A22TLF121MRXT1,66,1
android news website,126,"[2, 0, 2, 0, 1, 2, 1, 1, 2, 0, 0, 1, 0, 0, 1]","[13860, 52188, 16515, 69658, 1570, 54133, 43061, 16512, 5456, 14880, 16516, 33440, 14879, 15497, 71379]",AXXA481XH6FKE,66,2
Sending Email to Selected Recipient's,324,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[40342, 35287, 35288, 64858, 52796, 35285, 35286, 46655, 67139, 56893, 62150, 6889, 58569, 38723, 61680]",AXXA481XH6FKE,44,0
Sending Email to Selected Recipient's,324,"[0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[40342, 35287, 35288, 64858, 52796, 35285, 35286, 46655, 67139, 56893, 62150, 6889, 58569, 38723, 61680]",A22TLF121MRXT1,44,1
Sending Email to Selected Recipient's,324,"[2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1]","[40342, 35287, 35288, 64858, 52796, 35285, 35286, 46655, 67139, 56893, 62150, 6889, 58569, 38723, 61680]",A35AR7EP102IEV,44,2
verify entered information before proceeding,80,"[2, 1, 0, 2, 0, 2, 2, 1, 1, 2, 0, 2, 1, 1, 2]","[34225, 9513, 11293, 55807, 60630, 69287, 13417, 34405, 13421, 39852, 28632, 4638, 20288, 25342, 71320]",AYHIH9NTPYFLY,144,0
verify entered information before proceeding,80,"[2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[34225, 9513, 11293, 55807, 60630, 69287, 13417, 34405, 13421, 39852, 28632, 4638, 20288, 25342, 71320]",AXXA481XH6FKE,144,1
verify entered information before proceeding,80,"[2, 1, 0, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[34225, 9513, 11293, 55807, 60630, 69287, 13417, 34405, 13421, 39852, 28632, 4638, 20288, 25342, 71320]",A22TLF121MRXT1,144,2
Hushed-Login this app......you enter a new world of foods,12,"[1, 0, 0, 0, 1, 0, 1, 2, 1, 0, 2, 1, 0, 1, 0]","[34202, 8365, 8346, 60614, 59825, 8363, 44868, 5147, 8339, 60613, 48533, 34390, 60611, 53883, 56659]",A1I579KWWA5IEO,17,0
Hushed-Login this app......you enter a new world of foods,12,"[2, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[34202, 8365, 8346, 60614, 59825, 8363, 44868, 5147, 8339, 60613, 48533, 34390, 60611, 53883, 56659]",A20I3A6VWC2T5C,17,1
Hushed-Login this app......you enter a new world of foods,12,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0]","[34202, 8365, 8346, 60614, 59825, 8363, 44868, 5147, 8339, 60613, 48533, 34390, 60611, 53883, 56659]",A15ZDCM9T6FXH3,17,2
calculator,352,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[67804, 20594, 20602, 49397, 67409, 46604, 8899, 13351, 35283, 61050, 34179, 16992, 18384, 34181, 16993]",A2AKNTBRMYZ95S,74,0
calculator,352,"[0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 1, 0, 1, 1, 0]","[67804, 20594, 20602, 49397, 67409, 46604, 8899, 13351, 35283, 61050, 34179, 16992, 18384, 34181, 16993]",A22TLF121MRXT1,74,1
calculator,352,"[0, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 0, 0, 1, 0]","[67804, 20594, 20602, 49397, 67409, 46604, 8899, 13351, 35283, 61050, 34179, 16992, 18384, 34181, 16993]",AXXA481XH6FKE,74,2
healthcare pulse app,34,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[25921, 60471, 36730, 35344, 42342, 26820, 26392, 62246, 26819, 36956, 65882, 26816, 63642, 31032, 15897]",A15ZDCM9T6FXH3,95,0
healthcare pulse app,34,"[0, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 0, 2, 0, 0]","[25921, 60471, 36730, 35344, 42342, 26820, 26392, 62246, 26819, 36956, 65882, 26816, 63642, 31032, 15897]",AXXA481XH6FKE,95,1
healthcare pulse app,34,"[0, 1, 0, 0, 1, 0, 2, 2, 1, 1, 1, 0, 1, 1, 1]","[25921, 60471, 36730, 35344, 42342, 26820, 26392, 62246, 26819, 36956, 65882, 26816, 63642, 31032, 15897]",A33LIU53SVI55G,95,2
task scheduler app showing task handlers,210,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 2, 0]","[33943, 64345, 27990, 12391, 57052, 57063, 12393, 907, 28357, 6856, 27987, 57663, 41704, 63962, 58666]",AXXA481XH6FKE,138,0
task scheduler app showing task handlers,210,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[33943, 64345, 27990, 12391, 57052, 57063, 12393, 907, 28357, 6856, 27987, 57663, 41704, 63962, 58666]",A2AKNTBRMYZ95S,138,1
task scheduler app showing task handlers,210,"[1, 1, 2, 2, 2, 0, 0, 0, 0, 1, 2, 0, 0, 2, 1]","[33943, 64345, 27990, 12391, 57052, 57063, 12393, 907, 28357, 6856, 27987, 57663, 41704, 63962, 58666]",A35AR7EP102IEV,138,2
settings to adjust,250,"[2, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 0]","[6007, 65783, 22351, 32842, 549, 11371, 21592, 35185, 49765, 50593, 62611, 68134, 9222, 12252, 23599]",AXXA481XH6FKE,126,0
settings to adjust,250,"[2, 2, 0, 2, 2, 2, 2, 2, 2, 0, 2, 0, 2, 2, 0]","[6007, 65783, 22351, 32842, 549, 11371, 21592, 35185, 49765, 50593, 62611, 68134, 9222, 12252, 23599]",AYHIH9NTPYFLY,126,1
settings to adjust,250,"[2, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 0]","[6007, 65783, 22351, 32842, 549, 11371, 21592, 35185, 49765, 50593, 62611, 68134, 9222, 12252, 23599]",A20I3A6VWC2T5C,126,2
informative list contents,88,"[1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 0, 0, 0]","[53447, 1870, 49771, 65532, 45105, 1867, 34388, 65529, 49766, 65523, 65528, 65522, 55590, 70936, 21223]",AXXA481XH6FKE,97,0
informative list contents,88,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[53447, 1870, 49771, 65532, 45105, 1867, 34388, 65529, 49766, 65523, 65528, 65522, 55590, 70936, 21223]",AFIK3VBMMX6G6,97,1
informative list contents,88,"[2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 0, 0, 0]","[53447, 1870, 49771, 65532, 45105, 1867, 34388, 65529, 49766, 65523, 65528, 65522, 55590, 70936, 21223]",A1PVNAXKDIW5K6,97,2
summery  of a questionnaire,275,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 0, 1, 1, 1]","[41735, 44379, 60569, 60571, 43243, 28365, 28366, 43247, 35826, 35811, 35461, 35469, 54360, 54361, 35466]",A1I579KWWA5IEO,137,0
summery  of a questionnaire,275,"[1, 1, 0, 0, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1]","[41735, 44379, 60569, 60571, 43243, 28365, 28366, 43247, 35826, 35811, 35461, 35469, 54360, 54361, 35466]",A35AR7EP102IEV,137,1
summery  of a questionnaire,275,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[41735, 44379, 60569, 60571, 43243, 28365, 28366, 43247, 35826, 35811, 35461, 35469, 54360, 54361, 35466]",A2AKNTBRMYZ95S,137,2
page that display the questions  with options,319,"[2, 2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[30849, 56520, 4500, 50275, 37796, 7518, 59469, 64744, 50286, 59478, 66489, 4505, 59473, 37795, 7519]",AFIK3VBMMX6G6,116,0
page that display the questions  with options,319,"[1, 1, 2, 2, 1, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0]","[30849, 56520, 4500, 50275, 37796, 7518, 59469, 64744, 50286, 59478, 66489, 4505, 59473, 37795, 7519]",ARJ7XWSK0Y8FJ,116,1
page that display the questions  with options,319,"[2, 2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]","[30849, 56520, 4500, 50275, 37796, 7518, 59469, 64744, 50286, 59478, 66489, 4505, 59473, 37795, 7519]",AXXA481XH6FKE,116,2
music instruments with highest reviews,404,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[36063, 29354, 44825, 48983, 9729, 44840, 13140, 54550, 56736, 5667, 57111, 33086, 61961, 31291, 3351]",A15ZDCM9T6FXH3,104,0
music instruments with highest reviews,404,"[2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2]","[36063, 29354, 44825, 48983, 9729, 44840, 13140, 54550, 56736, 5667, 57111, 33086, 61961, 31291, 3351]",A35AR7EP102IEV,104,1
music instruments with highest reviews,404,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[36063, 29354, 44825, 48983, 9729, 44840, 13140, 54550, 56736, 5667, 57111, 33086, 61961, 31291, 3351]",AXXA481XH6FKE,104,2
Information with detailed explanation text of fitness exercises and a corresponding graphic,80,"[2, 1, 1, 0, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2]","[42594, 61621, 9110, 44132, 61607, 31807, 12659, 31810, 55881, 12655, 26180, 50739, 30839, 61625, 50754]",A35AR7EP102IEV,18,0
Information with detailed explanation text of fitness exercises and a corresponding graphic,80,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[42594, 61621, 9110, 44132, 61607, 31807, 12659, 31810, 55881, 12655, 26180, 50739, 30839, 61625, 50754]",A2AKNTBRMYZ95S,18,1
Information with detailed explanation text of fitness exercises and a corresponding graphic,80,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[42594, 61621, 9110, 44132, 61607, 31807, 12659, 31810, 55881, 12655, 26180, 50739, 30839, 61625, 50754]",AXXA481XH6FKE,18,2
choose thw word preferences,55,"[2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[59124, 29602, 63971, 2266, 29598, 63973, 54757, 44037, 48413, 2229, 27819, 45690, 48586, 30659, 35614]",A22TLF121MRXT1,78,0
choose thw word preferences,55,"[2, 0, 1, 1, 0, 2, 1, 0, 1, 1, 1, 2, 2, 1, 2]","[59124, 29602, 63971, 2266, 29598, 63973, 54757, 44037, 48413, 2229, 27819, 45690, 48586, 30659, 35614]",A35AR7EP102IEV,78,1
choose thw word preferences,55,"[2, 0, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2]","[59124, 29602, 63971, 2266, 29598, 63973, 54757, 44037, 48413, 2229, 27819, 45690, 48586, 30659, 35614]",AXXA481XH6FKE,78,2
settings and options in a Gym App,222,"[2, 1, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0]","[1009, 29156, 39830, 54112, 10615, 2274, 70918, 62882, 2270, 24346, 62276, 45959, 20096, 29162, 45956]",A20I3A6VWC2T5C,125,0
settings and options in a Gym App,222,"[2, 0, 0, 2, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]","[1009, 29156, 39830, 54112, 10615, 2274, 70918, 62882, 2270, 24346, 62276, 45959, 20096, 29162, 45956]",AXXA481XH6FKE,125,1
settings and options in a Gym App,222,"[2, 1, 0, 2, 2, 0, 1, 2, 0, 1, 2, 0, 1, 1, 0]","[1009, 29156, 39830, 54112, 10615, 2274, 70918, 62882, 2270, 24346, 62276, 45959, 20096, 29162, 45956]",A1I579KWWA5IEO,125,2
Location with location selected as current location,77,"[0, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 2, 2]","[56197, 58770, 28541, 32832, 8705, 51084, 50631, 69933, 26020, 50625, 46556, 28757, 11838, 54530, 43184]",ARJ7XWSK0Y8FJ,21,0
Location with location selected as current location,77,"[0, 1, 1, 2, 1, 0, 2, 0, 0, 1, 0, 1, 0, 2, 0]","[56197, 58770, 28541, 32832, 8705, 51084, 50631, 69933, 26020, 50625, 46556, 28757, 11838, 54530, 43184]",A1PVNAXKDIW5K6,21,1
Location with location selected as current location,77,"[2, 2, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[56197, 58770, 28541, 32832, 8705, 51084, 50631, 69933, 26020, 50625, 46556, 28757, 11838, 54530, 43184]",A20I3A6VWC2T5C,21,2
search bar with list of computer accessories categories,29,"[2, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[50895, 24158, 48074, 66328, 38404, 64303, 15865, 38388, 64305, 66325, 27118, 22645, 1148, 22733, 56623]",AXXA481XH6FKE,122,0
