Input.id,Input.query,annotations_list,gui_indexes_list,relevance,occurances
195,"Text (story) reading with formatting options, search functionality","[(2, 2, 2), (1, 0, 0), (1, 0, 1), (0, 0, 0), (0, 0, 0), (2, 1, 1), (0, 0, 0), (1, 0, 0), (1, 1, 1), (0, 0, 0), (2, 1, 0), (2, 1, 0), (0, 0, 0), (0, 0, 0), (2, 1, 0), (0, 0, 0), (1, 2, 0), (1, 1, 0), (0, 0, 0), (1, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 1), (0, 1, 0), (1, 0, 1), (0, 0, 1), (0, 1, 0), (1, 2, 0), (0, 0, 0), (0, 0, 0)]","[27223, 25997, 34387, 55035, 65018, 16381, 51704, 7355, 70305, 64849, 26008, 24019, 39739, 27103, 24012, 13547, 24136, 16378, 17595, 6287, 54135, 46645, 49611, 54134, 27506, 26002, 24016, 32946, 49612, 24015]","[2, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3, 3, 0, 0, 3, 0, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0]","[[0, 0, 3], [2, 1, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [0, 2, 1], [3, 0, 0], [2, 1, 0], [0, 3, 0], [3, 0, 0], [1, 1, 1], [1, 1, 1], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [1, 1, 1], [1, 2, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [1, 2, 0], [2, 1, 0], [2, 1, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0]]"
197,expense manager,"[(2, 0, 1), (2, 1, 0), (2, 2, 2), (0, 0, 0), (2, 2, 1), (2, 2, 2), (1, 0, 0), (2, 2, 2), (1, 0, 0), (2, 0, 0), (2, 1, 1), (2, 2, 1), (2, 0, 0), (2, 1, 1), (2, 1, 1), (1, 0, 1), (2, 2, 2), (1, 1, 1), (1, 1, 0), (1, 0, 0), (2, 2, 2), (2, 0, 2), (0, 0, 0), (2, 2, 2), (1, 0, 0), (1, 0, 0), (1, 1, 1), (2, 2, 1), (1, 0, 1), (0, 0, 0)]","[48868, 67408, 67397, 36872, 67410, 35873, 12883, 67407, 12876, 12860, 67405, 16823, 12873, 12877, 8463, 67404, 67406, 35518, 12880, 67409, 8462, 26054, 49085, 43696, 64621, 67394, 43708, 35872, 67396, 29946]","[3, 3, 2, 0, 2, 2, 0, 2, 0, 0, 1, 2, 0, 1, 1, 1, 2, 1, 1, 0, 2, 2, 0, 2, 0, 0, 1, 2, 1, 0]","[[1, 1, 1], [1, 1, 1], [0, 0, 3], [3, 0, 0], [0, 1, 2], [0, 0, 3], [2, 1, 0], [0, 0, 3], [2, 1, 0], [2, 0, 1], [0, 2, 1], [0, 1, 2], [2, 0, 1], [0, 2, 1], [0, 2, 1], [1, 2, 0], [0, 0, 3], [0, 3, 0], [1, 2, 0], [2, 1, 0], [0, 0, 3], [1, 0, 2], [3, 0, 0], [0, 0, 3], [2, 1, 0], [2, 1, 0], [0, 3, 0], [0, 1, 2], [1, 2, 0], [3, 0, 0]]"
198,"SOY LUNA MUSICA-Disney Channel Latin America, all shows and broadcast musical TV series","[(2, 2, 2), (2, 2, 2), (2, 2, 1), (2, 2, 1), (2, 2, 1), (2, 2, 2), (0, 1, 1), (0, 0, 1), (0, 0, 2), (0, 1, 1), (0, 0, 1), (0, 0, 2), (0, 0, 1), (0, 0, 1), (0, 0, 0), (1, 0, 1), (2, 0, 0), (0, 1, 0), (2, 0, 1), (1, 0, 1), (0, 0, 0), (2, 0, 1), (0, 1, 0), (0, 1, 0), (2, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (1, 1, 0), (0, 0, 0)]","[37235, 37237, 37236, 37233, 37232, 37238, 56991, 31527, 41716, 42232, 6257, 60115, 9015, 35694, 61463, 56998, 26034, 11384, 57002, 11383, 70058, 56985, 61538, 3989, 57001, 26031, 3991, 56994, 35701, 70056]","[2, 2, 2, 2, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0]","[[0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 0, 3], [1, 2, 0], [2, 1, 0], [2, 0, 1], [1, 2, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [3, 0, 0], [1, 2, 0], [2, 0, 1], [2, 1, 0], [1, 1, 1], [1, 2, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [2, 1, 0], [2, 0, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0]]"
199,login with username and password,"[(2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 2, 2), (2, 2, 2), (2, 1, 2), (2, 2, 2), (2, 2, 2), (2, 1, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 1, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (1, 2, 2), (2, 2, 2), (1, 2, 1), (1, 2, 1), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2)]","[41866, 68460, 46750, 19929, 7910, 24026, 47181, 46978, 39480, 14549, 7902, 40946, 5870, 14085, 29509, 41260, 71849, 72145, 43199, 39242, 28820, 46748, 43615, 46746, 11634, 25643, 43386, 51629, 60365, 3254]","[2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2]","[[0, 0, 3], [0, 0, 3], [3, 0, 0], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 2, 1], [0, 2, 1], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3]]"
202,Music playlist,"[(1, 2, 2), (1, 2, 2), (1, 2, 2), (1, 2, 2), (2, 2, 2), (2, 2, 2), (1, 2, 2), (1, 2, 2), (2, 1, 2), (1, 2, 1), (2, 1, 0), (2, 1, 1), (1, 2, 1), (1, 2, 1), (2, 1, 2), (1, 2, 2), (2, 2, 1), (2, 1, 1), (1, 1, 1), (1, 2, 1), (2, 2, 2), (1, 1, 2), (2, 2, 1), (2, 1, 1), (1, 2, 1), (1, 1, 2), (0, 0, 0), (1, 2, 1), (0, 0, 0), (0, 2, 0)]","[44035, 10940, 5209, 70552, 70553, 55481, 66163, 55665, 45113, 9981, 65682, 58693, 2119, 55482, 53826, 39041, 50232, 53824, 34334, 71958, 14672, 17621, 71954, 50228, 26477, 18213, 494, 860, 71946, 52900]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 0, 1, 0, 0]","[[0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 2, 1], [1, 1, 1], [0, 2, 1], [0, 2, 1], [0, 2, 1], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 2, 1], [0, 3, 0], [0, 2, 1], [0, 0, 3], [0, 2, 1], [0, 1, 2], [0, 2, 1], [0, 2, 1], [0, 2, 1], [3, 0, 0], [0, 2, 1], [3, 0, 0], [2, 0, 1]]"
203,flight preferences San Francisco to New York and search tickets button,"[(1, 2, 2), (0, 1, 1), (2, 0, 1), (1, 0, 0), (2, 1, 0), (0, 0, 1), (0, 0, 0), (1, 0, 0), (2, 0, 0), (0, 0, 0), (0, 0, 1), (1, 0, 1), (0, 0, 0), (1, 0, 2), (2, 0, 1), (1, 0, 2), (1, 0, 1), (0, 0, 2), (0, 0, 2), (2, 2, 1), (1, 0, 1), (1, 2, 2), (2, 2, 1), (1, 0, 2), (0, 0, 2), (2, 1, 1), (0, 0, 2), (0, 0, 1), (2, 1, 2), (1, 0, 2)]","[2720, 42153, 24379, 1373, 21446, 17099, 1735, 39809, 44802, 43373, 63123, 3040, 1739, 21453, 28796, 50010, 21454, 2631, 52414, 18640, 57686, 2719, 18650, 28089, 21124, 18653, 24370, 39343, 18652, 12644]","[2, 1, 3, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 3, 1, 0, 0, 2, 1, 2, 2, 3, 0, 1, 0, 0, 2, 3]","[[0, 1, 2], [1, 2, 0], [1, 1, 1], [2, 1, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 0, 1], [3, 0, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 2, 0], [2, 0, 1], [2, 0, 1], [0, 1, 2], [1, 2, 0], [0, 1, 2], [0, 1, 2], [1, 1, 1], [2, 0, 1], [0, 2, 1], [2, 0, 1], [2, 1, 0], [0, 1, 2], [1, 1, 1]]"
204,Startup screen with login & sign up options and a logo,"[(2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 1), (0, 1, 1), (2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 2, 2), (2, 1, 2), (0, 0, 0), (2, 1, 2), (2, 2, 2), (0, 0, 0), (2, 2, 1), (2, 2, 2), (0, 0, 0), (1, 2, 1), (1, 2, 2), (0, 2, 0), (2, 2, 2), (2, 1, 2), (2, 2, 1), (2, 2, 1), (2, 2, 2), (1, 2, 2), (0, 0, 0), (0, 2, 0), (1, 2, 1)]","[53946, 69839, 36266, 18535, 39909, 10942, 16269, 10625, 22114, 53273, 41109, 5817, 13921, 16202, 57081, 20517, 9921, 33411, 41917, 29509, 22111, 17834, 58936, 38933, 45525, 10624, 61301, 64136, 20233, 21042]","[2, 2, 2, 2, 2, 1, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 1, 2, 0, 2, 2, 2, 2, 2, 2, 0, 0, 1]","[[0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 1, 2], [1, 2, 0], [0, 0, 3], [0, 0, 3], [3, 0, 0], [0, 0, 3], [0, 1, 2], [3, 0, 0], [0, 1, 2], [0, 0, 3], [3, 0, 0], [0, 1, 2], [0, 0, 3], [3, 0, 0], [0, 2, 1], [0, 1, 2], [2, 0, 1], [0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 0, 3], [0, 1, 2], [3, 0, 0], [2, 0, 1], [0, 2, 1]]"
205,choise of interest,"[(2, 2, 2), (0, 0, 0), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 1, 2), (2, 1, 2), (2, 2, 2), (2, 2, 2), (1, 1, 0), (2, 0, 2), (0, 0, 0), (0, 0, 0), (2, 1, 1), (2, 2, 2), (0, 0, 2), (1, 1, 1), (0, 2, 2), (0, 1, 2), (0, 1, 1), (0, 0, 1), (0, 1, 1), (2, 2, 0), (0, 2, 1), (0, 1, 0), (1, 0, 2), (0, 2, 0), (0, 1, 0), (0, 0, 1)]","[5725, 66440, 41176, 9290, 31261, 9292, 31253, 10113, 1627, 62106, 62104, 31256, 66380, 50321, 9281, 9286, 4296, 65473, 18383, 18566, 2194, 64828, 47712, 31258, 64832, 62098, 31271, 64827, 9398, 2849]","[2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 0, 0, 1, 2, 0, 1, 2, 3, 1, 0, 1, 2, 3, 0, 3, 0, 0, 0]","[[0, 0, 3], [3, 0, 0], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 0, 3], [0, 0, 3], [1, 2, 0], [1, 0, 2], [3, 0, 0], [3, 0, 0], [0, 2, 1], [0, 0, 3], [2, 0, 1], [0, 3, 0], [1, 0, 2], [1, 1, 1], [1, 2, 0], [2, 1, 0], [1, 2, 0], [1, 0, 2], [1, 1, 1], [2, 1, 0], [1, 1, 1], [2, 0, 1], [2, 1, 0], [2, 1, 0]]"
207,football match details with upcoming match information,"[(1, 2, 2), (1, 1, 2), (1, 0, 0), (0, 0, 0), (1, 1, 1), (1, 1, 2), (1, 2, 1), (0, 0, 0), (1, 2, 2), (1, 2, 2), (1, 1, 2), (0, 0, 0), (2, 1, 2), (0, 1, 1), (0, 0, 0), (2, 2, 1), (0, 1, 0), (0, 0, 0), (2, 1, 1), (2, 1, 1), (0, 0, 0), (2, 1, 1), (0, 0, 0), (0, 0, 0), (2, 2, 1), (2, 2, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[10579, 30357, 53563, 43102, 35564, 19836, 43105, 51476, 39380, 24991, 71262, 13890, 57926, 40792, 13906, 57925, 54752, 13896, 57923, 54755, 13895, 15554, 51475, 13915, 19834, 30719, 13898, 43109, 10622, 13903]","[2, 1, 0, 0, 1, 1, 1, 0, 2, 2, 1, 0, 2, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 2, 2, 0, 0, 0, 0]","[[0, 1, 2], [0, 2, 1], [2, 1, 0], [3, 0, 0], [0, 3, 0], [0, 2, 1], [0, 2, 1], [3, 0, 0], [0, 1, 2], [0, 1, 2], [0, 2, 1], [3, 0, 0], [0, 1, 2], [1, 2, 0], [3, 0, 0], [0, 1, 2], [2, 1, 0], [3, 0, 0], [0, 2, 1], [0, 2, 1], [3, 0, 0], [0, 2, 1], [3, 0, 0], [3, 0, 0], [0, 1, 2], [0, 1, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
210,task scheduler app showing task handlers,"[(0, 0, 1), (0, 0, 1), (0, 0, 2), (1, 0, 2), (0, 0, 2), (0, 0, 0), (1, 0, 0), (0, 0, 0), (1, 0, 0), (1, 1, 1), (0, 0, 2), (0, 0, 0), (0, 0, 0), (2, 0, 2), (0, 0, 1), (0, 0, 0), (2, 2, 2), (0, 0, 0), (1, 2, 0), (0, 0, 0), (0, 0, 1), (1, 2, 1), (1, 2, 1), (0, 0, 0), (0, 0, 0), (2, 0, 0), (1, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[33943, 64345, 27990, 12391, 57052, 57063, 12393, 907, 28357, 6856, 27987, 57663, 41704, 63962, 58666, 908, 27776, 60047, 36070, 58656, 43886, 15945, 43894, 6554, 49895, 58663, 58655, 48832, 32276, 58676]","[0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2, 0, 3, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]","[[2, 1, 0], [2, 1, 0], [2, 0, 1], [1, 1, 1], [2, 0, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [0, 3, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [1, 0, 2], [2, 1, 0], [3, 0, 0], [0, 0, 3], [3, 0, 0], [1, 1, 1], [3, 0, 0], [2, 1, 0], [0, 2, 1], [0, 2, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [1, 2, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
211,Libary list with the united states of america,"[(2, 1, 1), (0, 1, 0), (0, 2, 0), (1, 2, 2), (1, 1, 0), (1, 2, 2), (0, 0, 1), (1, 0, 0), (2, 2, 1), (1, 1, 2), (0, 1, 2), (0, 0, 2), (1, 1, 2), (0, 0, 0), (0, 0, 0), (0, 1, 2), (0, 0, 2), (0, 1, 0), (0, 0, 1), (0, 0, 2), (0, 0, 2), (0, 1, 2), (0, 0, 2), (0, 0, 1), (0, 0, 2), (0, 0, 1), (1, 1, 0), (0, 0, 0), (0, 0, 0), (1, 1, 0)]","[39940, 61139, 70758, 55643, 70368, 39943, 49284, 70369, 39937, 13657, 29333, 35165, 10206, 30382, 67427, 61437, 30380, 42908, 11521, 30381, 9307, 10192, 59357, 63830, 71081, 25055, 51608, 24973, 54445, 51606]","[1, 0, 0, 2, 1, 2, 0, 0, 2, 1, 3, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1]","[[0, 2, 1], [2, 1, 0], [2, 0, 1], [0, 1, 2], [1, 2, 0], [0, 1, 2], [2, 1, 0], [2, 1, 0], [0, 1, 2], [0, 2, 1], [1, 1, 1], [2, 0, 1], [0, 2, 1], [3, 0, 0], [3, 0, 0], [1, 1, 1], [2, 0, 1], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 0, 1], [1, 1, 1], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0]]"
219,Tabs layout preview,"[(0, 2, 0), (0, 2, 0), (1, 2, 1), (1, 0, 0), (0, 0, 0), (0, 1, 0), (2, 2, 0), (1, 1, 0), (1, 1, 0), (1, 2, 1), (0, 2, 0), (0, 2, 0), (2, 2, 0), (1, 2, 0), (1, 2, 2), (2, 0, 0), (0, 0, 1), (0, 0, 2), (2, 0, 0), (0, 1, 1), (2, 1, 1), (0, 0, 0), (0, 0, 1), (2, 1, 2), (0, 0, 2), (0, 2, 2), (0, 0, 1), (0, 0, 2), (2, 0, 2), (0, 0, 0)]","[22974, 69119, 49456, 20057, 64516, 22596, 69708, 47663, 22591, 13306, 28581, 35897, 35333, 68119, 19983, 36327, 47402, 19988, 36328, 27590, 19987, 3917, 51353, 28701, 28540, 31783, 67999, 35337, 27833, 31047]","[0, 0, 1, 0, 0, 0, 2, 1, 1, 1, 0, 0, 2, 3, 2, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 2, 0, 0, 2, 0]","[[2, 0, 1], [2, 0, 1], [0, 2, 1], [2, 1, 0], [3, 0, 0], [2, 1, 0], [1, 0, 2], [1, 2, 0], [1, 2, 0], [0, 2, 1], [2, 0, 1], [2, 0, 1], [1, 0, 2], [1, 1, 1], [0, 1, 2], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 0, 1], [1, 2, 0], [0, 2, 1], [3, 0, 0], [2, 1, 0], [0, 1, 2], [2, 0, 1], [1, 0, 2], [2, 1, 0], [2, 0, 1], [1, 0, 2], [3, 0, 0]]"
220,daily sport program,"[(2, 0, 0), (1, 1, 0), (0, 1, 0), (1, 1, 1), (0, 0, 0), (1, 2, 0), (1, 2, 2), (1, 1, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 2, 2), (0, 1, 0), (1, 2, 1), (0, 0, 0), (2, 1, 1), (0, 0, 1), (2, 1, 1), (1, 0, 1), (0, 0, 2), (1, 1, 0), (2, 1, 1), (1, 0, 1), (0, 0, 1), (1, 0, 0), (1, 0, 0), (0, 0, 2), (0, 0, 0), (1, 0, 1), (1, 0, 0)]","[59557, 63232, 1091, 35036, 35033, 35028, 1013, 35025, 64602, 1014, 721, 1008, 61726, 63223, 61038, 18948, 42937, 23854, 51475, 35030, 57472, 57889, 6802, 1015, 61612, 46167, 35540, 7138, 46189, 57460]","[0, 1, 0, 1, 0, 3, 2, 1, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[[2, 0, 1], [1, 2, 0], [2, 1, 0], [0, 3, 0], [3, 0, 0], [1, 1, 1], [0, 1, 2], [1, 2, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [1, 0, 2], [2, 1, 0], [0, 2, 1], [3, 0, 0], [0, 2, 1], [2, 1, 0], [0, 2, 1], [1, 2, 0], [2, 0, 1], [1, 2, 0], [0, 2, 1], [1, 2, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 0, 1], [3, 0, 0], [1, 2, 0], [2, 1, 0]]"
221,pay screen for adding money into a paytm account,"[(2, 1, 1), (1, 1, 0), (0, 1, 1), (0, 0, 0), (1, 1, 0), (0, 2, 2), (0, 2, 1), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (1, 1, 0), (0, 0, 0), (1, 0, 0), (2, 2, 0), (2, 0, 0), (1, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 1, 0), (0, 0, 0), (0, 0, 0)]","[1102, 49956, 1115, 36056, 1111, 49209, 38960, 69654, 44468, 11454, 59618, 64629, 11460, 4219, 10278, 66606, 53608, 29719, 66605, 53604, 69650, 36052, 28533, 44471, 38784, 999, 64636, 44120, 7254, 20807]","[1, 1, 1, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]","[[0, 2, 1], [1, 2, 0], [1, 2, 0], [3, 0, 0], [1, 2, 0], [1, 0, 2], [1, 1, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [2, 1, 0], [1, 0, 2], [2, 0, 1], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0]]"
222,settings and options in a Gym App,"[(2, 2, 2), (1, 0, 1), (0, 0, 0), (2, 2, 2), (0, 1, 2), (0, 0, 0), (0, 1, 1), (0, 1, 2), (0, 0, 0), (2, 1, 1), (0, 1, 2), (0, 0, 0), (2, 1, 1), (1, 1, 1), (0, 0, 0), (1, 0, 0), (2, 1, 2), (2, 0, 0), (2, 2, 1), (1, 1, 1), (0, 0, 0), (2, 2, 1), (2, 1, 1), (1, 1, 1), (1, 0, 0), (1, 0, 0), (0, 0, 0), (1, 0, 1), (2, 0, 0), (0, 0, 0)]","[1009, 29156, 39830, 54112, 10615, 2274, 70918, 62882, 2270, 24346, 62276, 45959, 20096, 29162, 45956, 45962, 1010, 32998, 33132, 18467, 32997, 8252, 29160, 2601, 55121, 2610, 66489, 30328, 12166, 18535]","[2, 1, 0, 2, 3, 0, 1, 3, 0, 1, 3, 0, 1, 1, 0, 0, 2, 0, 2, 1, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0]","[[0, 0, 3], [1, 2, 0], [3, 0, 0], [0, 0, 3], [1, 1, 1], [3, 0, 0], [1, 2, 0], [1, 1, 1], [3, 0, 0], [0, 2, 1], [1, 1, 1], [3, 0, 0], [0, 2, 1], [0, 3, 0], [3, 0, 0], [2, 1, 0], [0, 1, 2], [2, 0, 1], [0, 1, 2], [0, 3, 0], [3, 0, 0], [0, 1, 2], [0, 2, 1], [0, 3, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [1, 2, 0], [2, 0, 1], [3, 0, 0]]"
226,pop up ads,"[(2, 2, 0), (2, 1, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 1, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 1, 1), (2, 1, 1), (0, 0, 0), (2, 1, 1), (1, 2, 2), (0, 0, 0), (1, 0, 2), (0, 0, 0), (1, 0, 2), (0, 0, 0), (1, 0, 1), (0, 0, 2), (0, 0, 2), (0, 0, 0), (0, 0, 0), (1, 0, 2), (1, 0, 2), (0, 0, 2), (2, 0, 1)]","[28890, 5883, 62738, 56761, 9810, 32771, 9025, 72161, 10281, 1972, 72155, 14378, 70509, 72168, 14374, 53672, 52107, 56749, 13681, 72152, 56778, 66937, 40304, 41586, 43239, 33223, 14372, 5067, 14375, 9030]","[2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 2, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 3, 3, 0, 3]","[[1, 0, 2], [0, 2, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 2, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 2, 1], [0, 2, 1], [3, 0, 0], [0, 2, 1], [0, 1, 2], [3, 0, 0], [1, 1, 1], [3, 0, 0], [1, 1, 1], [3, 0, 0], [1, 2, 0], [2, 0, 1], [2, 0, 1], [3, 0, 0], [3, 0, 0], [1, 1, 1], [1, 1, 1], [2, 0, 1], [1, 1, 1]]"
233,menu providing different buttons to change the settings and to get more information,"[(1, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 2, 0), (0, 1, 1), (0, 0, 0), (0, 0, 0), (2, 2, 0), (0, 0, 0), (0, 2, 2), (0, 0, 1), (1, 0, 0), (0, 1, 1), (2, 2, 1), (0, 0, 1), (0, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 1), (0, 0, 1), (0, 0, 0)]","[68952, 50241, 67334, 24716, 1671, 66979, 30845, 27618, 41333, 50593, 44864, 6022, 51275, 36064, 29729, 60557, 21573, 44478, 5706, 60360, 1380, 25027, 51748, 57092, 16204, 60624, 40104, 45304, 23123, 71326]","[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 2, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[[0, 1, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [1, 2, 0], [3, 0, 0], [3, 0, 0], [1, 0, 2], [3, 0, 0], [1, 0, 2], [2, 1, 0], [2, 1, 0], [1, 2, 0], [0, 1, 2], [2, 1, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0]]"
236,search bar with serch list and home menus,"[(0, 1, 0), (0, 0, 2), (0, 0, 2), (0, 0, 1), (0, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 2, 2), (0, 0, 1), (0, 0, 1), (1, 2, 2), (0, 0, 2), (0, 0, 0), (2, 0, 0), (1, 1, 1), (0, 0, 2), (2, 2, 2), (2, 1, 1), (0, 0, 0), (2, 1, 1), (0, 1, 0), (0, 0, 0), (2, 0, 0), (2, 1, 1), (0, 0, 2), (0, 0, 0), (0, 0, 2), (2, 1, 0)]","[16224, 43040, 71424, 20766, 54527, 25503, 25113, 34705, 25497, 25400, 43032, 43035, 25403, 43033, 9978, 33127, 18218, 9970, 48955, 18219, 22767, 11232, 71429, 43034, 24745, 47772, 19113, 20423, 18215, 21770]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3]","[[2, 1, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 1, 2], [2, 1, 0], [2, 1, 0], [0, 1, 2], [2, 0, 1], [3, 0, 0], [2, 0, 1], [0, 3, 0], [2, 0, 1], [0, 0, 3], [0, 2, 1], [3, 0, 0], [0, 2, 1], [2, 1, 0], [3, 0, 0], [2, 0, 1], [0, 2, 1], [2, 0, 1], [3, 0, 0], [2, 0, 1], [1, 1, 1]]"
