query,gui_indexes,relevance
keypad dialer theme,"[40339, 25987, 10290, 11769, 65798, 10298, 44866, 10303, 42980, 68016, 61889, 54715, 43322, 65820, 3441, 12738, 41268, 12740, 41266, 62582, 70112, 4625, 46778, 62365, 52024, 49301, 51494, 18053, 8976, 19862]","[2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 0, 3, 3, 0, 1, 2, 2, 1, 2, 1, 1]"
veggie medley salad recipe with nutrition and serving information,"[70042, 5255, 6394, 14279, 30136, 36779, 60443, 5258, 36784, 59019, 37164, 15016, 70041, 38680, 34646, 60972, 37170, 37163, 59010, 38678, 15017, 917, 38674, 7770, 6391, 15261, 37167, 30369, 10366, 37166]","[2, 3, 3, 3, 3, 1, 3, 1, 0, 1, 1, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 0, 1, 3, 3, 3, 3, 3]"
Menu for a music player app with ten different buttons,"[71867, 31293, 13662, 65682, 43239, 17779, 23240, 43238, 17777, 20499, 17787, 42202, 61924, 38811, 42193, 65678, 13660, 55482, 65680, 49411, 56745, 17776, 13661, 56743, 40378, 42306, 56764, 55665, 45685, 42210]","[2, 3, 3, 1, 3, 3, 0, 3, 3, 1, 0, 1, 2, 3, 1, 3, 1, 3, 3, 1, 2, 1, 3, 2, 3, 0, 3, 0, 0, 2]"
"buy item, image recorder, ads","[40061, 71653, 40672, 20534, 35378, 40673, 14408, 1189, 52570, 40670, 71650, 35376, 35375, 14414, 759, 28589, 14409, 32411, 14412, 44849, 19720, 25601, 57352, 54931, 56374, 20538, 66199, 7074, 58003, 49463]","[0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
Sign up screen with user details,"[8109, 5887, 10217, 58447, 21439, 10203, 16529, 64902, 16523, 58448, 37665, 48414, 33540, 37681, 33530, 33544, 48289, 21042, 33537, 21438, 33535, 18830, 25079, 27052, 21040, 38656, 38923, 6609, 51030, 55149]","[2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 2, 0, 1, 0, 0, 0, 2, 2, 0, 0, 2]"
Login Scren of an app,"[25425, 18556, 69548, 6309, 27869, 20071, 6364, 41124, 42005, 29481, 41118, 39998, 141, 18010, 47741, 31776, 35702, 16241, 22253, 64133, 30102, 35225, 55885, 71940, 15939, 11649, 65903, 1552, 3265, 20151]","[1, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2]"
"research of specific year, month, and day","[3390, 70474, 51219, 51270, 6801, 8113, 12646, 46174, 8106, 45667, 16556, 46576, 15373, 30513, 61994, 48465, 70232, 39820, 3405, 18462, 39822, 49619, 1125, 23430, 49616, 70469, 39818, 61156, 20264, 39826]","[2, 2, 0, 2, 0, 0, 2, 0, 2, 1, 2, 0, 0, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2]"
Menu should be in ascending order to make more friendly,"[64028, 19732, 48009, 55037, 60196, 46017, 70807, 60202, 56425, 5706, 46249, 4065, 63752, 68289, 42127, 21013, 54808, 21544, 71818, 18265, 60650, 32975, 64370, 63158, 19426, 6262, 60653, 69000, 22480, 60652]","[3, 3, 2, 2, 0, 0, 2, 1, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
PitchLab,"[27641, 27642, 2, 27641, 72218, 3, 24197, 4, 24207, 5, 24206, 6, 24205, 7, 24204, 8, 24203, 9, 24202, 10, 24201, 11, 24200, 13, 24199, 14, 24198, 15, 24196, 16]","[2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Account creation with selection menu,"[23798, 12179, 1765, 13200, 23797, 6792, 45925, 7146, 45730, 58885, 40253, 40250, 33127, 10221, 17225, 9449, 23795, 27091, 45843, 59731, 44732, 5136, 100, 33768, 44354, 39148, 69913, 29272, 40342, 14662]","[2, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 3, 1, 1, 3, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 3, 1]"
"Search bar with a searching function and entries like home, weather, traffic, radar, closings & delays","[37419, 61241, 7472, 50261, 66173, 65140, 33723, 66183, 55433, 50260, 61243, 46107, 66557, 51517, 65136, 61564, 33209, 26852, 50265, 37417, 33718, 64313, 66177, 55690, 26934, 66546, 31781, 54051, 26447, 11031]","[2, 1, 0, 1, 3, 0, 1, 3, 0, 1, 0, 0, 0, 1, 0, 3, 2, 0, 0, 3, 2, 0, 2, 0, 0, 3, 0, 0, 3, 0]"
map display the error of voice recognization,"[9246, 1745, 28403, 21848, 7767, 56734, 66788, 46502, 52514, 18968, 46506, 57998, 18969, 46517, 53790, 23318, 23110, 45241, 4868, 70808, 36775, 58016, 35930, 52513, 197, 37796, 46500, 21854, 37795, 799]","[2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
feedback bar in PayNearMe,"[53870, 53867, 53872, 36415, 53866, 59334, 18829, 49670, 44144, 34573, 48964, 17063, 10959, 48966, 9978, 13359, 48970, 9970, 56895, 48965, 37569, 52289, 53871, 53376, 41581, 48961, 19113, 50202, 48971, 21770]","[2, 2, 0, 0, 3, 1, 0, 0, 1, 0, 1, 0, 3, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 3, 1, 3]"
a news with a share icon,"[21244, 36557, 6210, 62683, 49898, 16050, 28421, 49907, 58968, 25863, 49905, 16047, 25860, 42095, 10164, 56809, 4704, 58969, 39585, 25861, 16045, 18160, 54918, 58970, 52282, 65203, 27704, 36320, 35325, 54133]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0, 0, 2, 1]"
Calendar with monthly layout for promotions,"[64069, 55466, 65193, 35130, 57379, 33572, 38988, 43868, 35129, 61609, 31130, 35133, 57886, 31125, 35128, 34139, 31126, 44316, 35037, 58049, 47788, 13692, 14112, 34136, 57316, 31128, 47780, 47789, 16016, 396]","[2, 0, 2, 2, 1, 2, 2, 0, 2, 2, 2, 2, 3, 1, 3, 0, 1, 2, 2, 0, 2, 1, 2, 2, 0, 3, 2, 2, 0, 2]"
"login screen, landing page","[879, 48088, 34492, 65254, 58600, 36516, 51164, 60547, 67145, 25091, 60536, 26980, 18830, 2918, 39137, 29481, 45869, 34487, 48089, 11744, 34490, 34489, 60546, 15891, 29664, 60537, 34486, 69952, 34491, 15886]","[2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 0, 0, 3, 2, 0, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 0]"
Settings for network usuage-bahaviour-history,"[19860, 5629, 22820, 66490, 18607, 34410, 56050, 11874, 22816, 52265, 11871, 34956, 16391, 54608, 15421, 69613, 61366, 15420, 13555, 71194, 15416, 34414, 53005, 15989, 11868, 53013, 15995, 10585, 49664, 7226]","[2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 1, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0]"
Settings menu,"[1217, 22567, 9236, 9231, 11062, 1380, 33395, 235, 13555, 27506, 38342, 51265, 2669, 234, 36132, 58926, 10775, 41183, 48984, 18593, 1354, 12105, 63700, 9222, 12888, 25311, 9221, 67382, 8951, 9224]","[2, 0, 2, 2, 3, 2, 0, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 3, 1, 1, 2, 2, 2]"
Units to measure volume,"[72081, 51269, 37824, 34109, 58021, 63961, 8356, 7507, 61233, 51363, 136, 53244, 5257, 48076, 39976, 69031, 56401, 51404, 9744, 12523, 27766, 33988, 63963, 28445, 18495, 27770, 4455, 28437, 23556, 4457]","[3, 3, 0, 0, 3, 0, 3, 1, 0, 0, 1, 0, 3, 2, 0, 2, 0, 0, 1, 1, 0, 2, 0, 1, 2, 0, 0, 0, 3, 0]"
"Settings with account, alert frequency and alert type","[38321, 36208, 70529, 37293, 38341, 37292, 71099, 234, 12145, 12152, 16884, 68846, 37288, 58300, 57780, 55621, 235, 49231, 12154, 11062, 16128, 55246, 1669, 70810, 55623, 35727, 55242, 71096, 233, 18949]","[2, 2, 0, 3, 3, 2, 2, 3, 2, 2, 3, 0, 2, 1, 2, 3, 1, 2, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
reader's view of an article of Time,"[50666, 5178, 13003, 1562, 10656, 13010, 16502, 42291, 13001, 16503, 9919, 12997, 1558, 66369, 13004, 36171, 10660, 50327, 48907, 28611, 13012, 67984, 28605, 2850, 36173, 47798, 2856, 16495, 47795, 6289]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 1, 0]"
Events estimation,"[45130, 64803, 26736, 64948, 26737, 58890, 40427, 57891, 20149, 15068, 46802, 48531, 44201, 29658, 47575, 17006, 8826, 17198, 47501, 59822, 53767, 15694, 30084, 15945, 15691, 15685, 47566, 48178, 35975, 66433]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1]"
News with videos,"[18890, 68813, 12989, 4291, 60884, 51198, 12995, 68261, 68259, 68520, 68262, 68260, 68523, 60885, 12992, 70829, 68818, 70826, 56755, 12991, 70822, 70830, 70388, 70825, 68527, 68811, 54133, 63467, 41705, 31774]","[2, 0, 2, 0, 0, 0, 0, 3, 1, 1, 1, 1, 1, 3, 0, 0, 0, 2, 0, 3, 1, 3, 1, 2, 0, 0, 0, 0, 0, 0]"
meet peopple feature me women selfies,"[50320, 20673, 66994, 58906, 25923, 66993, 58911, 25925, 66984, 12289, 5986, 49520, 51928, 5984, 49525, 3526, 53258, 49013, 58901, 50097, 28265, 46560, 12288, 38382, 22034, 12290, 12291, 12292, 50094, 38384]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 3, 3, 0, 0]"
sign up to ASOS,"[4322, 4331, 4324, 20107, 4328, 38923, 20102, 4332, 40122, 20429, 4334, 20515, 22352, 4330, 45555, 15879, 16353, 58377, 62434, 4333, 45557, 4451, 4320, 35995, 41217, 4319, 45552, 637, 54850, 39856]","[2, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 3, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]"
Call logs with no history,"[46731, 48375, 62527, 16135, 32378, 58722, 41874, 65325, 65809, 30594, 8628, 69023, 41881, 8627, 26653, 61891, 63860, 9529, 47924, 35058, 7687, 43079, 8629, 128, 47922, 18956, 28508, 26486, 56686, 58976]","[2, 2, 2, 2, 0, 2, 0, 0, 2, 3, 3, 3, 0, 3, 2, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1]"
open garden forum,"[17677, 562, 22907, 24096, 568, 24100, 24101, 565, 1572, 1561, 567, 14548, 69519, 17668, 13867, 23952, 17672, 22911, 57814, 17675, 13866, 13857, 566, 13858, 57811, 17679, 42828, 57812, 561, 42832]","[2, 3, 0, 1, 3, 0, 0, 1, 0, 2, 1, 3, 0, 0, 0, 0, 2, 3, 1, 2, 1, 0, 3, 1, 1, 3, 0, 3, 1, 0]"
infrormation screen about unavailble service,"[17620, 2487, 60454, 40239, 23305, 48522, 40235, 45672, 40237, 40240, 22520, 49778, 40238, 45677, 68297, 18821, 45675, 1378, 7601, 45673, 55808, 60459, 2779, 5122, 40885, 45676, 68292, 22111, 45678, 45674]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
Tennis championships players ranking,"[43130, 43131, 49613, 63812, 43141, 10578, 61534, 43142, 49604, 3526, 49610, 55567, 51475, 42378, 40209, 71460, 28209, 7230, 10566, 2738, 56086, 10568, 62992, 40212, 71729, 43135, 7234, 5476, 44250, 47151]","[2, 3, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
alarm to organize my work,"[61177, 60784, 70077, 4399, 48845, 70076, 20279, 16065, 33699, 1869, 48832, 37140, 61405, 32234, 48851, 61409, 32231, 59549, 1877, 32230, 7397, 41897, 56060, 66744, 1199, 65781, 2423, 57386, 52816, 39501]","[0, 2, 2, 1, 0, 2, 1, 1, 0, 3, 0, 2, 3, 0, 0, 2, 2, 0, 3, 2, 1, 0, 1, 1, 3, 0, 0, 0, 0, 2]"
Great American Ball Park Tickets Booking and Schedule Updates,"[36046, 16348, 48935, 21124, 36045, 27677, 21123, 22665, 21125, 8623, 8620, 24379, 51975, 44146, 11099, 53078, 47119, 2631, 46463, 53524, 55792, 33659, 47105, 61950, 21126, 2155, 65544, 27925, 2143, 48394]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
spin and win rewards app,"[47945, 24687, 56401, 15888, 17545, 62141, 31606, 17535, 24589, 31604, 9027, 20783, 1481, 8550, 57648, 31605, 60945, 49554, 1482, 20976, 61949, 13302, 25111, 20506, 7459, 20860, 8551, 59454, 25597, 57651]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Music Album,"[4973, 53910, 54963, 44135, 54960, 29732, 48996, 51138, 37392, 27053, 5364, 54962, 12816, 12829, 54959, 12812, 20553, 56492, 33277, 51139, 25081, 3962, 5757, 29709, 54772, 33517, 29708, 54771, 33514, 29706]","[3, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 0, 3, 1, 1, 1, 3, 0, 2, 1, 0, 2, 3, 0, 2, 1, 2, 2, 1, 0]"
picture of a robot with explanations,"[25996, 9579, 69105, 55879, 37638, 44847, 51001, 5208, 618, 5873, 51354, 38591, 51353, 65592, 46286, 65253, 51062, 3328, 66735, 5211, 30447, 62205, 5214, 66136, 6071, 5212, 2678, 66736, 60026, 19654]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
list of football players,"[17533, 56086, 40209, 7230, 56081, 43131, 63812, 46753, 40212, 39075, 46193, 7234, 8192, 17810, 40792, 23941, 56092, 39069, 9602, 39071, 43109, 17392, 46190, 39072, 51475, 10579, 55028, 57889, 55442, 55443]","[2, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0]"
Mobile Bible Reader Application,"[12789, 61392, 13003, 55590, 45806, 13010, 59341, 45805, 12997, 13004, 61822, 50327, 13012, 61391, 13001, 52623, 27507, 6289, 52619, 34373, 2528, 6290, 27508, 6286, 67678, 67896, 20047, 9335, 23514, 20051]","[2, 2, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 3, 0, 0, 3, 2, 3, 0, 0, 0, 2, 2, 0]"
Booking a lounge at the airport,"[57682, 18824, 70593, 44807, 1376, 70596, 47107, 33787, 49677, 27677, 19324, 27959, 21446, 20767, 49684, 31877, 2071, 21125, 50008, 67286, 21349, 50011, 42155, 11099, 21453, 70595, 44801, 41328, 42154, 21123]","[3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 1, 0]"
Image editing,"[24881, 59531, 4885, 27484, 28277, 7810, 13600, 28282, 51704, 32308, 47171, 50598, 4285, 72050, 24726, 64836, 72051, 12304, 39619, 23897, 54397, 29904, 23883, 24206, 70414, 23892, 48076, 8884, 64625, 23378]","[2, 0, 0, 2, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 2, 3, 0, 0, 2, 0, 3, 2, 0, 1, 0, 0]"
"News with result list showing items such as Bitcoin Magazine, CoinDesk","[34473, 47906, 34466, 61823, 47904, 21279, 57260, 34469, 59094, 3656, 18448, 47907, 45647, 62384, 35047, 41246, 3665, 10758, 56954, 69237, 10753, 16814, 47908, 12952, 53710, 58461, 70938, 16508, 4972, 70944]","[2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 3, 0, 1, 0, 0]"
recognizing plants by picture,"[49102, 7126, 69105, 36259, 38113, 44847, 36253, 70010, 618, 36260, 66976, 5873, 36258, 57813, 38591, 57658, 38848, 46286, 5788, 23967, 3328, 16348, 22913, 30447, 38115, 28810, 66136, 67460, 19667, 2678]","[1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
Text insert with keyboard,"[33506, 40907, 32634, 32633, 17543, 53720, 19767, 40917, 54504, 27553, 30925, 53721, 40558, 43040, 51162, 58594, 11268, 51163, 35658, 51571, 21789, 2176, 14572, 34261, 16919, 28007, 10149, 47712, 14568, 10154]","[2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2]"
e-commerce for online selling and buying,"[70937, 40117, 40109, 50985, 28649, 37169, 40800, 9293, 14986, 59102, 40799, 58090, 43007, 28274, 58084, 56464, 63307, 14553, 36528, 63312, 32815, 56472, 40128, 34509, 33326, 50039, 32819, 33329, 19382, 42733]","[3, 2, 2, 0, 0, 0, 2, 0, 1, 0, 2, 1, 1, 2, 1, 0, 1, 1, 0, 0, 2, 0, 1, 3, 3, 0, 0, 0, 0, 2]"
maternity scheduler with timetable,"[14230, 38216, 63421, 63523, 48832, 63423, 63420, 49895, 63431, 63422, 63417, 63427, 26061, 63425, 32523, 63515, 49645, 32524, 63519, 63516, 32522, 36340, 41818, 4848, 35268, 63978, 54271, 5296, 4501, 24947]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
photography filter,"[8879, 41787, 67997, 1357, 28993, 5130, 29005, 9982, 18537, 30143, 57842, 55417, 30142, 44776, 54263, 30145, 9281, 54256, 8884, 9286, 68294, 55814, 71644, 1938, 51378, 71641, 1944, 48820, 54790, 3608]","[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0]"
page contain the searchbar for song,"[64908, 20119, 70393, 55480, 27042, 14448, 55483, 13677, 14454, 71951, 13682, 68996, 54774, 60642, 32097, 54782, 60646, 27043, 47193, 30636, 23291, 27050, 30629, 23295, 54772, 23055, 14458, 27048, 30628, 27065]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 3, 0, 1, 3, 2, 1, 1, 1, 0, 3, 0, 2, 0, 0, 0]"
cell phone storage structure,"[62027, 34809, 34813, 45790, 38042, 34805, 36577, 26909, 25318, 2707, 42926, 10052, 15567, 40143, 33942, 15569, 26910, 8340, 57678, 21878, 12186, 36875, 56016, 22240, 41963, 15516, 25992, 57687, 45992, 12174]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
shopping list app,"[922, 4780, 8170, 4186, 941, 55532, 10423, 37712, 69527, 19345, 35575, 4188, 4183, 8052, 21282, 59834, 55542, 68402, 38078, 23925, 59831, 30125, 12673, 53722, 30126, 52107, 7333, 52903, 52602, 70137]","[2, 0, 2, 2, 0, 2, 0, 2, 0, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 0, 2, 2, 3, 2, 2, 2, 2, 0, 2, 0]"
search bar with various categories of GIFs,"[57835, 69657, 64303, 32312, 41261, 64305, 32324, 53941, 22645, 16665, 6979, 4205, 3617, 12384, 54531, 56672, 2474, 49639, 6132, 2471, 9978, 23446, 69659, 9970, 54032, 6294, 49641, 32308, 6293, 34836]","[3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Search bar with a text and a page showing no results,"[67718, 28539, 59094, 61555, 28547, 42434, 60642, 71646, 42466, 60646, 4972, 42455, 14771, 28540, 42462, 42453, 28549, 42463, 62134, 62977, 42450, 28546, 35781, 42451, 45706, 47772, 14775, 14777, 63241, 14778]","[2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 1]"
countries-based news app,"[25210, 2379, 54133, 52520, 39381, 71379, 52519, 20581, 68818, 16515, 52516, 68811, 43061, 12574, 1565, 67998, 36586, 43051, 13837, 31069, 68814, 58510, 20585, 68816, 1570, 15772, 51821, 44985, 51814, 1575]","[2, 0, 1, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 2, 0, 2, 2, 0, 2, 0]"
game user guide,"[12609, 44914, 7708, 56776, 69194, 7700, 7699, 15594, 7691, 1378, 63218, 17351, 40591, 69196, 32817, 44148, 69197, 61494, 7704, 60324, 61499, 58712, 23416, 53768, 27626, 54243, 68666, 35429, 21929, 1851]","[0, 0, 3, 0, 1, 0, 3, 0, 3, 0, 2, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1]"
"search bar with list of  connecters name ,favorites and all","[43096, 48966, 3615, 23445, 48964, 5233, 56670, 48970, 59414, 22611, 48965, 9978, 14439, 48972, 9970, 62466, 48971, 63828, 54034, 22334, 63826, 3618, 69275, 6507, 30305, 69257, 67578, 64899, 48968, 19113]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
Team selection bar,"[43148, 29111, 7593, 31510, 906, 5419, 19834, 26818, 5418, 40250, 61375, 5439, 43099, 28161, 40213, 24986, 25067, 9659, 24987, 25065, 35014, 56627, 25064, 7233, 58541, 53458, 15555, 61537, 55891, 35018]","[0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 2, 0, 2, 2, 2, 2, 0, 2, 0, 2, 0, 0, 0]"
old facebook sign up page,"[50769, 63504, 47884, 25306, 15869, 26268, 69499, 44308, 45552, 9259, 49403, 45557, 69516, 20811, 45555, 69506, 16571, 16355, 26012, 58600, 40122, 7505, 59392, 25596, 1619, 28156, 20515, 52203, 33058, 58377]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]"
list with favorite button and Ads bar,"[21912, 17489, 19113, 61167, 2276, 63601, 33, 55581, 63599, 35, 447, 12865, 2026, 12008, 61236, 18590, 18165, 29177, 6640, 33242, 65909, 2020, 69278, 11258, 32, 44345, 13489, 13496, 30729, 42781]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
In car USB connection with eService and UVO,"[19566, 16458, 16457, 21114, 62293, 62519, 598, 18245, 62451, 48291, 18263, 11854, 8470, 18246, 11855, 43031, 41364, 8273, 19165, 19564, 8261, 23257, 65271, 13750, 23253, 4197, 48087, 62010, 18250, 19643]","[2, 1, 2, 2, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0]"
information with get started,"[52301, 37874, 34506, 24763, 54965, 10818, 9134, 37873, 41620, 60784, 37878, 21312, 65171, 8291, 57544, 14095, 22315, 29608, 31608, 20946, 46294, 62350, 2599, 69286, 50963, 47921, 529, 29729, 20913, 7964]","[2, 0, 2, 2, 1, 3, 2, 0, 2, 2, 0, 2, 3, 0, 2, 2, 2, 2, 2, 2, 2, 0, 3, 1, 0, 0, 2, 0, 0, 2]"
bloomberg,"[49462, 52034, 52036, 43825, 57044, 17918, 37325, 5471, 32363, 37324, 5469, 279, 37326, 5473, 5470, 281, 5472, 280, 61198, 5467, 278, 42287, 42280, 64727, 52035, 5457, 2, 49462, 24218, 3]","[0, 2, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 2, 0, 2, 2, 0, 2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
List of notifications,"[47119, 5979, 18967, 34918, 20104, 15673, 42436, 42754, 59318, 15680, 36410, 71206, 4133, 2589, 40120, 19438, 47699, 52149, 33611, 460, 36414, 66562, 37926, 47279, 61308, 24329, 5951, 30880, 38291, 28108]","[2, 2, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 0, 2, 0, 1, 2, 1, 1, 0, 3, 0, 2]"
"search bar with result a list showing person with name, adress, price and image, with option call now or send enqury","[19885, 63575, 62919, 246, 18425, 59094, 49208, 18423, 10758, 20947, 2563, 10753, 27109, 61758, 19704, 50085, 61750, 70944, 63498, 37096, 36012, 63494, 37091, 19707, 1931, 43494, 67673, 63496, 61757, 34569]","[3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 3, 0, 0, 1, 0, 0, 1, 0]"
share news with another shareable options,"[45216, 279, 28879, 18295, 10410, 22708, 45431, 10417, 48441, 43465, 37324, 54133, 19861, 37326, 2274, 48731, 68273, 2270, 40780, 15160, 45959, 16581, 10419, 45956, 18281, 52849, 71379, 3071, 26759, 32998]","[2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
List of dropdown categories,"[67401, 26453, 20776, 22917, 58674, 64303, 15876, 23854, 64305, 33894, 58666, 22645, 33891, 64632, 54531, 40668, 65335, 16665, 13332, 35355, 49639, 43628, 5427, 49641, 26421, 67049, 2149, 26424, 13341, 34836]","[2, 2, 2, 1, 0, 2, 2, 2, 1, 2, 0, 0, 2, 2, 0, 3, 0, 3, 0, 0, 2, 0, 2, 2, 3, 3, 0, 0, 0, 0]"
